,Topic,Words,Frequency,Timestamp
1143,48,"contextualist pragmatic, knowledge, intellectualism, contextualist, talk",3,2014
1144,49,"explanatory, narrative, model fictions, anti psychologism, psychologism",5,2014
1145,50,"intuitions, Centrality, philosophers, philosophy, philosophical",9,2014
1146,51,"propositions, effable, propositional, best principle, thesis propositionality",2,2014
1147,52,"parsimony, dimensionalism, endurantist, sublime, dimensional ontology",4,2014
1148,53,"testimony, gossip, source testimony, reliability, justification testimony",6,2014
1149,54,"false belief, children, theory mind, mindreading, belief tasks",6,2014
1150,55,"skilled, skilled action, unreflective aspect, theories skilled, reconcile phenomenon",1,2014
1151,56,"norms, Commonality, speech act, declarative sentences, knowledge",6,2014
1152,57,"deflationism, methodological deflationism, constructive methodological, truth, complexity",2,2014
1153,58,"engineering, conceptual analysis, conceptual, inferential connection, analysis",2,2014
1154,59,"Animal, crisis, York, ends, edited Robert",2,2014
1155,60,"memory, misremembering, cases misremembering, memory system, cognitive system",1,2014
1156,61,"disposition individuated, conception dispositions, fragile vase, easily view, construction relates",1,2014
1157,62,"belief ascriptions, Brandom theory, propositional, belief, attitudes",4,2014
1158,63,"content view, naïve realism, hallucination, perceptual experience, phenomenological",6,2014
1159,64,"Rosas Descartes, De Rosas, Descartes Puzzle, Puzzle Sensory, review Raffaella",1,2014
1160,65,"mere deliberate, deliberate misleading, epistemic moral, lying, moral obligations",1,2014
1161,66,"Leibniz, God, substance, Spinozas, Leibniz challenge",4,2014
1162,67,"self knowledge, conscious belief, conscious, knowledge, authoritative self",3,2014
1163,68,"plural grounding, philosophical theses, implications plural, together collective, phenomenalism understood",2,2014
1164,69,"ocean, scientific representations, ocean waves, infinitely deep, scientific",3,2014
1165,70,"cosmic significance, idea cosmic, vastness universe, vastness, universe",1,2014
1166,71,"asymbolics, unpleasant, abnormal, component, unitary",4,2014
1167,72,"Beauty, credence, Sleeping Beauty, credence wakes, evidence incomplete",1,2014
1168,73,"mathematical representation, representation chance, infinitesimals, real numbers, probability theory",1,2014
1169,74,"coherence, measures coherence, probabilistic, plausibilistic measures, coherence measures",4,2014
1170,75,"knowability, potential knowledge, interpretation knowability, transworld knowledge, Fitch argument",1,2014
1171,76,"subtypes, occurrences word, bongos, late party, type",2,2014
1172,77,"epistemological approach, epistemological, natural properties, dispositional, structuralist",2,2014
1173,78,"higher order, HOP, consciousness, state conscious, prefrontal",3,2014
1174,79,"priority thesis, mode, Kant writes, proceed concepts, concepts judgments",1,2014
1175,80,"flexibility, subjective flexibility, epistemic modals, modals admit, fallibilism consistent",1,2014
1176,81,"luck, knowledge, Haddock, epistemic luck, knowledge lucky",3,2014
1177,82,"condition adequacy, accounts inference, adequacy, dogmatism, inference",2,2014
1178,83,"Truthmaker, truthmakers, Truthmaker Maximalism, existentials truthmakers, embraces Truthmaker",3,2014
1179,84,"PAP, alternative possibilities, Frankfurt cases, Fischer, robust",3,2014
1180,85,"motor representation, motor representations, representation, intention motor, roles intention",1,2014
1181,86,"compatibilist, manipulation, compatibilism, Todd argument, incompatibilism",2,2014
1182,87,"insight knowledge, Mary Analogue, fright reaction, theoretical omniscience, process acquiring",1,2014
1183,88,"Quine arguments, concepts epistemic, Constructing World, damage, epistemic normativity",1,2014
1184,-1,"paper, one, knowledge, account, argument",182,2015
1185,0,"normative, argue, morality, paper, expressivism",67,2015
1186,1,"belief, evidence, epistemic, justification, credence",41,2015
1187,2,"mathematical, numbers, Hungarian project, categorematic syncategorematic, categorematic",22,2015
1188,3,"names, attributive, Predicativism, Indian, connotative names",6,2015
1189,4,"ought, rationality, desires, internalism, deciding",20,2015
1190,5,"atomic, formation testing, representationally atomic, mechanistic, concepts learned",7,2015
1191,6,"modal, modality, modalism, possible worlds, properties",12,2015
1192,7,"decision, decision theory, BT, functions model, distributional concerns",4,2015
1193,8,"quantum, quantum mechanics, theory, quantum theory, spacetime",21,2015
1194,9,"presentists, temporal, theory time, present, constitution",12,2015
1195,10,"selection, natural kinds, emergence, Darwin, biology",16,2015
1196,11,"indexicals, Hobbes, utterance, linguistic, demonstratives",8,2015
1197,12,"ES, knowledge level, Sect, scientific, neonicitinoid research",4,2015
1198,13,"causation, causal, variables, direct type, level causation",6,2015
1199,14,"contextualism, relativism, knowledge, context, made contexts",9,2015
1200,15,"scientific, manifestationalism, realism, scientific realism, theories",8,2015
1201,16,"empty space, perceptual, perception, absence perception, multisensory",3,2015
1202,17,"logic, validity, inquisitive, relevance logic, Aristotle",9,2015
1203,18,"constituent ontology, proper parts, stuff, mereology, constituent",9,2015
1204,19,"responsibility, moral responsibility, blame, blameworthiness, Vargas",7,2015
1205,20,"emotions, disgust, emotion, meta emotions, arational actions",7,2015
1206,21,"physicalism, New Challenge, dualism, consciousness, substance materialism",5,2015
1207,22,"vagueness, epistemicist, theory vagueness, details response, language reality",2,2015
1208,23,"gender, considered beliefs, serious disagreement, one gender, Implicit attitudes",3,2015
1209,24,"colour, surface colour, perceptual content, specific choosing, conclusion surface",3,2015
1210,25,"embodied mind, organisms, identity, Phineas Gage, mind account",3,2015
1211,26,"fiction, fictional, imaginative, imagination, literary",7,2015
1212,27,"knowledge, knowledge closure, Ignorance Puzzle, epistemic closure, principle",7,2015
1213,28,"disagreement, peers, epistemic, peer disagreement, deference",10,2015
1214,29,"style, aesthetic, artistic style, artistic, art",2,2015
1215,30,"heaven, God, free suffering, perfectly happy, Father Brown",4,2015
1216,31,"freedom, libertarianism, prospection, indeterminist, indeterminist free",7,2015
1217,32,"Hume, Appendix, Humes, Hume provides, maximally strong",3,2015
1218,33,"Wittgenstein, esoteric, esoteric exoteric, Leibniz, verb",5,2015
1219,34,"Kant, double affection, space, intuition, nonconceptual unity",4,2015
1220,35,"perceptual, beliefs, perceptual beliefs, perceptions, denying premise",5,2015
1221,36,"conditionals, kinds conditionals, modus, If Oswald, subjunctives",3,2015
1222,37,"ontology, predicate functors, including stuff, ones ontology, things stuff",4,2015
1223,38,"externalism, internalism, introspectively know, switch, skeptic immune",3,2015
1224,39,"paradoxes, accounts paradoxes, truth, sentences, liar paradox",4,2015
1225,40,"mental, follows physical, causation solve, physical effect, mental causation",2,2015
1226,41,"account courage, courage, Plato, judgment ignorance, attention problematic",2,2015
1227,42,"dynamic, epistemic logic, logic, dynamic epistemic, new information",4,2015
1228,43,"virtue, virtue epistemology, virtues, intellectual, knowledge",5,2015
1229,44,"circular reasoning, skepticism, knows BIV, sensible epistemologist, believe skeptical",3,2015
1230,45,"group knowledge, collective, social epistemology, epistemology, Theory Acting",3,2015
1231,47,"Humeanism, laws nature, principle, metaphysical, scientific",7,2015
1232,48,"knowledge, To know, practical senses, propositional knowledge, modes presentation",6,2015
1233,49,"explanations, causal approach, unification, scientific explanation, approach explanation",5,2015
1234,50,"intuitions, thought experiments, role thought, philosophical intuitions, theory discovery",4,2015
1235,51,"propositions, hyperintensional, structured concepts, sets worlds, individuation",7,2015
1236,52,"folk intuitions, folk operate, view persistence, teleological view, intuitions",1,2015
1237,53,"testimony, testifiers, trust, focusing epistemic, testimony without",1,2015
1238,54,"goal relations, pattern goal, joint action, cognitively, expectations",1,2015
1239,55,"practical knowledge, finite agency, observation interpretation, contrary rest, showing Thomistic",1,2015
1240,56,"assertion, knowledge account, account assertion, knowledge norm, assertions",5,2015
1241,57,"truth, deflationism, deflationary, theory truth, involving truths",3,2015
1242,58,"engineering, theories engineering, falsification engineering, knowledge engineering, growth knowledge",2,2015
1243,59,"animals, needless suffering, speciesism understood, speciesism, animals political",1,2015
1244,60,"memory, seeing rain, diary model, episodically remembering, presentpast",2,2015
1245,61,"dispositional, disposition, conditional analysis, dispositionalism, fragile",7,2015
1246,62,"assignment, assignment unsaturated, belief reports, semantic, propositional",5,2015
1247,63,"hallucination, hallucinations, perceptual experience, degenerate kinds, hallucinations degenerate",2,2015
1248,64,"Descartes, physiology, corpuscular mechanical, interpretation cogito, empiricist interpretation",2,2015
1249,65,"deception, intent deceive, deceive, lying, universal deception",2,2015
1250,66,"existence determination, Spinozas, ontological argument, substance, ontological",5,2015
1251,67,"self knowledge, self, Heal, Coliva, knowledge",2,2015
1252,68,"internal relation, full grounding, logic ground, relation sense, part essay",1,2015
1253,69,"scientific, scientific representation, modeling, representations, access possibilities",3,2015
1254,70,"metaphysics, Naturalism, sense science, Metaphysics, metaphysical",4,2015
1255,71,"social pain, unpleasant, pain posit, pain asymbolia, patients",4,2015
1256,72,"Beauty, Sleeping, Sleeping Beauty, Beauty problem, decision",4,2015
1257,73,"stochastic, mechanism, probability, stochastic mechanism, stochastic mechanisms",2,2015
1258,77,"dispositional, claim problematic, reasons espoused, metaphysicians Here, compatibility dispositional",1,2015
1259,78,"higher order, consciousness, order theories, HOROR theory, sensory states",3,2015
1260,79,"ground utterance, matter note, significance Über, Frege rejects, Begriffsschrift ground",1,2015
1261,80,"epistemic modals, credal disagreement, narrow scope, talk rationality, ordinary talk",4,2015
1262,81,"epistemic luck, moral luck, luck epistemology, epistemology, epistemic",5,2015
1263,82,"paradox, anti sceptical, Moore paradox, distinctions, criticized Furthermore",2,2015
1264,83,"negative truths, truthmakers, truthmaker theory, Truthmaker Maximalism, Maximalism",4,2015
1265,84,"Frankfurt style, judgments responsibility, responsibility, tension, responsibility FSCs",1,2015
1266,85,"Fridland, control, awareness, sensory, bodily action",7,2015
1267,86,"Zygote Argument, deterministic laws, exercise power, free action, manipulation",2,2015
1268,87,"first person, self ascriptions, misidentification, Rule Model, Demonstrative Model",3,2015
1269,88,"successor, style history, oversimplification successor, analyses proposed, Philosophy excellent",1,2015
1270,-1,"paper, argument, theory, knowledge, properties",179,2016
1271,0,"moral, normative, argue, reasons, act",57,2016
1272,1,"belief, credence, epistemic, credences, evidence",32,2016
1273,2,"mathematics, indispensability, indispensability argument, Hilbert, numbers",28,2016
1274,3,"Predicativism, proper names, causal historical, struggle, descriptivist",4,2016
1275,4,"normative, requirements, desire, rationality, normative reasons",29,2016
1276,5,"cognitive, neuroscience, neural, mechanistic, representational",17,2016
1277,6,"modality, possible worlds, Prior, modal scepticism, contingentists",18,2016
1278,7,"decision theory, uncertainty, rational, conditional choice, gambles",22,2016
1279,8,"quantum, Bell, local causality, entanglement, Bell inequalities",6,2016
1280,9,"Prior, temporal, presentism, past, tense logic",15,2016
1281,10,"biology, evolutionary, emergence, biological, selection",6,2016
1282,11,"demonstratives, linguistic, standard theory, linguistic data, linguistics",6,2016
1283,12,"frequentist, obtaining experimental, mean improbable, evidence indirectly, Robustness may",2,2016
1284,13,"causation, variables, causal Bayes, grounding, causes",13,2016
1285,14,"contextualism, SPI, evidential support, relativism, invariantism",7,2016
1286,15,"theoretical progress, scientific realism, Hacking, scientific knowledge, Hacking argument",4,2016
1287,16,"perceptual, perception, seeing, Necker cube, object",8,2016
1288,17,"truth tables, logics, Curry, arguments, proof theoretic",14,2016
1289,18,"universalism, whole compose, composition, universalism plenitudinous, extensionalism",5,2016
1290,19,"responsibility, moral responsibility, deep self, attributability, blame",8,2016
1291,20,"disgust, emotions, demonstration disgust, authority disgust, relevant properties",3,2016
1292,21,"physicalism, ideal physics, role theory, physics, concepts",5,2016
1293,22,"vagueness, subvaluationism, truth sharpenings, exclude knowledge, physical states",2,2016
1294,23,"feminist, sexual orientation, implicit attitudes, biases, implicit biases",6,2016
1295,24,"colors, contents color, generis properties, color mind, properties",4,2016
1296,25,"personal identity, contradictory properties, intuitive verdicts, animal, animalism",4,2016
1297,26,"Thagard Stewart, imagination, narrative, creativity, representations",6,2016
1298,27,"knowledge, single premise, principle, epistemic closure, one ignore",8,2016
1299,28,"conciliationism, peer disagreement, merely possible, epistemic, perceived peer",4,2016
1300,29,"disinterest, beauty object, aesthetic, art, encounter beauty",2,2016
1301,30,"diary entry, God, satisficing, appropriateness satisficing, motivated submaximization",3,2016
1302,31,"agent causal, causal, event causal, libertarianism, causal libertarians",6,2016
1303,32,"induction, Aristotles, first principles, Hume, scientific first",2,2016
1304,33,"Wittgenstein, context sensitivity, idea context, philosophical, intelligible without",1,2016
1305,34,"Content, Kant, Kant promises, virtue aim, awareness intentional",1,2016
1306,35,"Factualism, Phenomenalism, beliefs, cognitive penetration, perceptual knowledge",9,2016
1307,36,"whether conditionals, ways conditionals, nested whether, indicative conditionals, home work",3,2016
1308,37,"ontologists, claims, claim chairs, used fundamentally, ontologists claim",1,2016
1309,38,"content, concept expresses, content externalism, theoretical concept, community",1,2016
1310,39,"Horwich theory, liar paradox, paradoxes, sentences, properties paradoxical",2,2016
1311,40,"mental causation, realization, causation, causal powers, causal",4,2016
1312,41,"Conversations McCabeMary, Margaret Oxford, Pp 416, Platonic Conversations, Platonic",1,2016
1313,42,"Boolean games, games, action models, operations, dependency graphs",3,2016
1314,43,"virtues, intellectual, versions virtue, virtue reliabilism, skills",4,2016
1315,44,"skepticism, simpliciter skepticism, sceptical, good, putative sceptical",5,2016
1316,45,"joint intention, group agents, collective action, intention, action theories",3,2016
1317,46,"counterfactuals, counterpossibles, causal counterpossibles, worlds, determinism",4,2016
1318,47,"composition, Humean supervenience, supervenience, laws, science generalizations",2,2016
1319,48,"knowledge, knowledge knowledge, knowledge wh, propositional knowledge, knowing something",6,2016
1320,49,"structural explanation, extra mathematical, abstractness, explanations, extra logical",3,2016
1321,50,"expertise, experts, experimental philosophy, expertise defense, philosophical expertise",4,2016
1322,51,"propositions, entertain proposition, cognitive propositions, Replies symposium, proposition Seattle",3,2016
1323,52,"endurantism, endurantists, objects, temporary, temporal",5,2016
1324,53,"response holds, epistemology testimony, knowledge, receive testimony, theories testimony",5,2016
1325,54,"HEC, socially extended, Extended Cognition, Cognition, dyadic synchronic",1,2016
1326,55,"joint action, agency, rational capacities, human agency, agential control",4,2016
1327,56,"express knowledge, assertion express, joint action, knowledge norm, assert",6,2016
1328,57,"deflationists, deflationary, truthmaker principle, asymmetry, Rex",5,2016
1329,58,"conceptual, conceptual analysis, concepts, knowledge meaning, analysis",3,2016
1330,59,"death immortality, grief, understanding grief, attachment involves, Ancient stoicism",3,2016
1331,60,"memory, episodic memory, memories, remembering, past events",7,2016
1332,61,"impossible dispositions, modality possibility, vacuous read, vacuous counterpossibles, therefore outside",1,2016
1333,62,"attitudes, attitude attributions, objects attitudes, fears, non propositional",2,2016
1334,63,"perceptual, hallucination, singular content, perception, perceptual experience",4,2016
1335,64,"Descartess, sense Descartess, remarks free, perplexing use, Descartess perplexing",1,2016
1336,65,"lying misleading, assertion, intent deceive, faced lies, lie",2,2016
1337,66,"Leibnizs, monads, Spinoza, bodies, extended",3,2016
1338,67,"transparency, self knowledge, introspection, premise, beliefs",3,2016
1339,68,"entities, third claim, fundamentality, ground theoretic, fundamental entities",6,2016
1340,69,"Baron, idealizations, explanatory load, models, symmetry",3,2016
1341,70,"metaphysics, Deweys views, disjunctive conception, formulations realism, conception subject",4,2016
1342,71,"pain, eliminativism pain, scientific eliminativism, unpleasant, sensations",2,2016
1343,73,"reductionist accounts, accounts chance, probabilities, type inevitably, claimed accounts",2,2016
1344,74,"coherence, degree coherence, proposition Tweety, overlap measure, naive overlap",2,2016
1345,77,"quidditism, natural properties, dispositional, Humility, Platonic",3,2016
1346,78,"conscious, sentences according, individual conscious, mistakes two, directly substantial",2,2016
1347,79,"Frege, omissions errors, formulation therein, centrally implicated, might consist",1,2016
1348,80,"standard approach, modal, modal auxiliaries, epistemic, epistemic modals",3,2016
1349,81,"luck, anti luck, luck epistemology, epistemology, risk epistemology",3,2016
1350,82,"akratic, akratic belief, oddity, tokens sentence, possibility akratic",2,2016
1351,84,"alternative possibilities, sequence, cases, states acting, PAP style",2,2016
1352,85,"action, perceptual, interdependent, agency, form enactivism",3,2016
1353,86,"manipulation, manipulation arguments, Four Case, Pereboom, arguments",3,2016
1354,87,"Shoemaker view, Liang, first person, Prior, Swap Illusion",3,2016
1355,88,"Quine, Quine conception, argue Quine, book, philosophers working",2,2016
1356,-1,"paper, one, truth, belief, argument",239,2017
1357,0,"moral, normative, argue, value, morality",86,2017
1358,1,"belief, doxastic, epistemic, evidence, Bayesian",47,2017
1359,2,"mathematical, structure, maximality, reformulations, minimal explanation",18,2017
1360,3,"page, predicativism, determiner, predicative, referential names",10,2017
1361,4,"normative, ought, normative reasons, rationality, desire",18,2017
1362,5,"cognitive, cognition, neural, physically realized, cognitive science",14,2017
1363,6,"modal, modality, modally valid, modally, possible worlds",16,2017
1364,7,"decision theory, causal decision, theory, risk, reason bake",15,2017
1365,8,"quantum, quantum mechanics, idealizations, Separability, AB",13,2017
1366,9,"temporal, presentism, change, present simpliciter, theory time",14,2017
1367,10,"biological, sciences, teleology, biological sciences, biology",12,2017
1368,11,"context, pragmatic, interpretation, semantics, presupposition",13,2017
1369,12,"objectivity, research, epistemic, social, placebo",12,2017
1370,13,"causation, causal, actual causation, folk intuitions, theories causation",13,2017
1371,14,"contextualism, contextualist, aesthetic adjectives, invariantism, knowledge",6,2017
1372,15,"scientific, realism, scientific realism, theories, science",14,2017
1373,16,"perceptual, Edenic, visual, perceptual experience, Edenic shapes",14,2017
1374,17,"logics, embeddings, skeptical challenge, Harmans skeptical, theory situated",3,2017
1375,18,"Extensionality, proper parthood, Unrestricted Composition, mereological, universals",8,2017
1376,19,"responsibility, moral responsibility, blame, responsible, liability",11,2017
1377,20,"emotions, disgust, emotion, normativity emotions, imagination supposition",6,2017
1378,21,"physicalism, materialism, premises, dualism, consciousness",7,2017
1379,22,"vagueness, order vagueness, sorites paradox, predicates, borderline cases",17,2017
1380,23,"feminist, metaphysics, feminist metaphysics, social construction, grounding framework",8,2017
1381,24,"colors, colors objects, primary qualities, objects, variation",7,2017
1382,25,"criterialism, animalism, anti criterialism, personal identity, dualism",5,2017
1383,26,"fiction, imagination, Kierkegaard, Reality Assumption, fictions",10,2017
1384,27,"fallible reasons, fallible, accept fallibilism, fallibilism basis, basis fallible",3,2017
1385,28,"disagreement, peer disagreement, epistemic, peer review, reliability estimates",8,2017
1386,29,"aesthetic, Poincaré, aesthetics, aesthetic judgement, perception",3,2017
1387,30,"editors, theological, God, Palamas, faith",3,2017
1388,31,"agent causation, freedom, agent causal, libertarianism, compatibilist",7,2017
1389,32,"Hume, common sense, perceptions, notion dispositions, Hume theory",3,2017
1390,33,"Wittgenstein, Private Language, sensations, Language, 243 talks",2,2017
1391,34,"Kant, Deduction, Kants, idealism, transcendental",8,2017
1392,35,"looks judgments, perceptual, judgments, agent theory, propositional seemings",5,2017
1393,36,"conditionals, modus ponens, conditional beliefs, beliefs purely, Import",4,2017
1394,37,"Price, verbal, ontological, metaphysical, metalinguistic",3,2017
1395,39,"paradoxes, Liar, Liar Paradox, propositions, CMD",4,2017
1396,40,"exclusion, mental, causal powers, properties mental, powers",5,2017
1397,41,"Marinella, intellectual determinism, liberum arbitrium, intellectual, Aquinas",2,2017
1398,42,"metabolic revision, multiple revision, belief state, implausible information, consolidate belief",1,2017
1399,43,"virtue, virtues, virtue epistemology, mindedness, open mindedness",11,2017
1400,44,"skepticism, vat argument, closure scepticism, envatted, scepticism",3,2017
1401,45,"social, social belief, beliefs, solitary, social intentionality",6,2017
1402,46,"counterfactuals, antecedent, observations backtracking, three observations, theory counterfactuals",3,2017
1403,47,"Humeanism, Humean Supervenience, laws nature, laws universal, Supervenience",5,2017
1404,48,"knowledge, intellectualism, ability, propositional knowledge, knowing",9,2017
1405,49,"layered structure, structure dependence, dependent determined, resemblance questions, abstractness",4,2017
1406,50,"normative principle, experimental philosophy, philosophy, standards govern, empirical observation",3,2017
1407,51,"propositions, Russell, negation, Propositions, constituents",6,2017
1408,52,"Four Dimensionalism, Four, Dimensionalism, formulations Four, temporal parts",3,2017
1409,53,"testimony, indirect testimony, knowledge, hearsay, testimonial",2,2017
1410,54,"social cognition, mindreading, empathy, cognition, theory mind",9,2017
1411,55,"basic action, putative basic, psychological intellectual, physical ethical, ethical psychological",4,2017
1412,56,"knowledge norm, assertions, conversational implicature, selfless assertions, condition warranted",5,2017
1413,57,"deflationism, deflationism Section, deflationist, essay argues, derivative nonreferential",2,2017
1414,59,"grief, animals, mortality, griefs rationality, lives",4,2017
1415,60,"memory, personal identity, structures instantiated, autobiographical memory, external information",3,2017
1416,61,"analysis, conditional analyses, finkish, analysis dispositions, range strategies",1,2017
1417,62,"Measure, cognitive relation, propositional attitudes, Theory, attitudes",2,2017
1418,63,"naïve realism, perception, realism, phenomenally similar, perceptual",5,2017
1419,64,"Descartes, Meditations, meditative, Weinberg, argue Descartes",4,2017
1420,65,"lying, Keiser, believes false, assertion, common ground",3,2017
1421,66,"Spinoza, causation inherence, inherence, fully independent, ontological independence",2,2017
1422,67,"self knowledge, knowledge others, beliefs transparent, beliefs, account self",5,2017
1423,68,"Explanatoriness, metaphysical, revolution, relation ground, explanation grounding",3,2017
1424,69,"representational, scientific representational, similarity, scientists, Weisberg account",3,2017
1425,70,"metaphysics, empirical claims, validating, metaphysicians, composition",3,2017
1426,71,"pain, empirical findings, biological higher, problematic debates, fact level",4,2017
1427,72,"Oscar Seminar, argument 13, Beauty, Sleeping, Sleeping Beauty",1,2017
1428,74,"coherence, probabilistic measures, measures coherence, coherent, measures respect",3,2017
1429,75,"Moorean propositions, Fitch Paradox, propositions, structurally unknowable, probabilistic Moorean",1,2017
1430,76,"natural kind, theoretical identities, Kripke, kind terms, theoretical",2,2017
1431,77,"simples, dispositional, competing views, MaxCon, dispositional properties",2,2017
1432,78,"conscious experience, less priori, way relationship, SIL consciousness, SIL entities",1,2017
1433,79,"Frege, Frege theory, theory fiction, commitment, sentences",2,2017
1434,80,"presupposition, presupposition trigger, context, truth conditional, classical logic",4,2017
1435,83,"truthmaker, negative truths, truthmakers, truthmaker theory, truthmaking",4,2017
1436,84,"grained response, Spencer time, time travel, alternative possibilities, principle alternative",2,2017
1437,85,"motor control, control, automatic, causal map, brute causal",3,2017
1438,86,"manipulation, Manipulation Arguments, determinism, compatibilism, causal sourcehood",2,2017
1439,87,"wh misidentification, self, Immunity thesis, thought insertion, first person",2,2017
1440,88,"eight categories, dichotomy, categories, statements, dichotomies necessarycontingent",1,2017
1441,-1,"paper, theory, argument, knowledge, problem",241,2018
1442,0,"normative, disability, rights, argue, ethics",90,2018
1443,1,"belief, justification, epistemic, evidence, rationality",63,2018
1444,2,"mathematical, mathematical practice, ante rem, mathematical objects, philosophy mathematics",18,2018
1445,3,"proper names, Machery et, et al, semantic type, predicativism",17,2018
1446,4,"normative, rationality, ought, desires, reasoning",22,2018
1447,5,"cognition, affordances, neural, predictive processing, neuroscience",29,2018
1448,6,"modal, modality, metaphysical, essences, necessity",19,2018
1449,7,"decision theory, theory, rational choice, choice, WAR",10,2018
1450,8,"spacetime, quantum mechanics, without spacetime, scientific understanding, idealizations",5,2018
1451,9,"time, Skow, temporal, spotlight, past",15,2018
1452,10,"biological, natural kinds, emergence, biology, network",27,2018
1453,11,"speaker, omission, word, indexicals, operators character",9,2018
1454,12,"research, scientists, RI, interdisciplinary, data",19,2018
1455,13,"causation, causal, causes, causal regularities, variable",11,2018
1456,14,"contextualism, ambiguity theory, relativism, implicatures, knowledge",8,2018
1457,15,"scientific, scientific imperialism, specialization, imperialism paper, scientific perspectivism",5,2018
1458,16,"experience, perception, perceptual, visual, seeing",11,2018
1459,17,"logic, consequence relation, classical logic, intuitionistic logic, translation argument",12,2018
1460,18,"mereology, properties, identity, thing many, structural properties",10,2018
1461,19,"responsibility, moral responsibility, innovators, accountability, agents",11,2018
1462,20,"emotions, disgust, valence, affective evaluative, affect disclosure",11,2018
1463,21,"physicalism, physical, consciousness, physicalist, sensible qualities",7,2018
1464,22,"vagueness, indeterminacy, truth value, epistemicists, valued semantic",5,2018
1465,23,"racial, race, folk racial, racial categories, conceptual practices",10,2018
1466,24,"color experiences, hue structure, structure, notion uniquebinary, human color",2,2018
1467,25,"platitude, intended reading, theoreticians, survival work, strategies experimentally",2,2018
1468,26,"Zhuangzi, fictionalist, fictional, imagination, fictionalism",8,2018
1469,27,"closure, knowledge, single premise, premise closure, like Swampman",10,2018
1470,28,"peer disagreement, conciliatory, epistemic, peers, simulation",10,2018
1471,29,"aesthetic, art, aesthetic judgment, beauty, artistic",9,2018
1472,30,"Kripshe, gods, value bearers, atheism, God exists",4,2018
1473,31,"conform, neural matters, Causation Free, Free Will, laws",4,2018
1474,32,"Hume, Enquiry, scepticism, Treatise, Riddle",4,2018
1475,33,"Wittgenstein, philosophical pictures, interpretation, later philosophy, philosophical",2,2018
1476,34,"Kant, object interpretations, two object, object, things appearances",4,2018
1477,35,"perceptual, beliefs, Rationality Perception, perception, perceptual experiences",13,2018
1478,36,"indicative, DACs, entail simplifications, indicative counterfactual, sometimes seem",3,2018
1479,37,"ontological, ontology, Thomasson, ontological disputes, application conditions",5,2018
1480,38,"externalism, problem, internalism, Closure, Meta Coherence",4,2018
1481,39,"paradoxes, self referential, truth, liar paradox, denial",8,2018
1482,40,"causal, dualism, mental events, physicalism, causation",5,2018
1483,41,"Aquinas, Socrates, Association, Aquinas theory, teaching philosophy",3,2018
1484,42,"announcements, iterated announcements, logic, true announced, planning AI",3,2018
1485,43,"virtue, virtue epistemology, virtues, Virtue Epistemology, Virtue",6,2018
1486,44,"scepticism, radical scepticism, skepticism, Moorean style, epistemological disjunctivist",4,2018
1487,45,"individual, mandevillian intelligence, intelligence, agency, collective forms",4,2018
1488,46,"algorithmically decidable, similarity, decidable, semantics, worlds",6,2018
1489,47,"laws, transitivity principle, laws nature, prohibition self, self explanation",4,2018
1490,48,"knowledge, know, practical knowledge, ability, propositional knowledge",7,2018
1491,49,"explanations, non causal, explanatory realism, narratives, cognitive sciences",8,2018
1492,50,"philosophers, intuitions, philosophy, philosophical, language philosophy",5,2018
1493,51,"metaphysics propositions, objects beliefs, core ideas, reflect core, propositions simple",5,2018
1494,52,"temporal parts, temporal, objects stage, persistence temporal, Stuchlik 2003",1,2018
1495,53,"PET, testimony, reductionism, knowledge, expert interest",3,2018
1496,54,"executive, functioning, executive functioning, engagement, central executive",1,2018
1497,55,"intention, volitionalism, corporealism, agency power, action theory",7,2018
1498,56,"assertions, quantifiers, linguistic, norm, arbitrary assertion",5,2018
1499,57,"practical success, truth, individualised explanations, explanatory, belief facilitates",2,2018
1500,58,"philosophical analysis, analysis, philosophical, textbook view, conceptual analysis",2,2018
1501,59,"grief, death, animals, concept life, life worth",4,2018
1502,60,"memory, memory beliefs, beliefs, cognitive mechanisms, autobiographical",4,2018
1503,62,"Sharon funny, attitude reports, content, believes Sharon, Simon believes",4,2018
1504,63,"perceptual states, perception, stimulus, perceptual, perception cognition",2,2018
1505,64,"Descartes, Meditations, infallible knowledge, knowledge, Descartess",3,2018
1506,65,"lying, deception, credibility, lies, inflated credibility",4,2018
1507,66,"substance, Spinoza, whereas Spinoza, substance pluralism, conception substance",2,2018
1508,67,"de se, se, self knowledge, uniquely de, content",4,2018
1509,68,"ground theoretic, theoretic, logic ground, theoretic content, formal grounding",7,2018
1510,69,"scientific, idealization, abstraction, scientific models, abstractness",7,2018
1511,70,"fundamentality based, metaphysics, fundamentality, matter fails, dismissive attitude",2,2018
1512,73,"modal contingentism, synchronic probabilities, synchronic probability, synchronic chance, probabilities",2,2018
1513,75,"knowability, paradox, epistemic statements, believability, knowability principle",3,2018
1514,76,"rigid, kind terms, rigidity, terms rigid, non rigid",3,2018
1515,77,"DE, basic physical, physical properties, dispositional essences, pure powers",3,2018
1516,78,"consciousness, HO theories, misrepresentation, awareness, subject experience",5,2018
1517,79,"Frege, provisos, notion judgement, Fregean, predicate",6,2018
1518,80,"epistemic possibilities, epistemic, addition quantifying, answers open, raining common",1,2018
1519,81,"luck, epistemic luck, epistemic defeater, anti luck, epistemology",6,2018
1520,82,"beliefs, beliefs inconsistent, inconsistent beliefs, believe least, beliefs false",1,2018
