,Topic,Words,Frequency,Timestamp
1116,34,"PDE, penetrated visual, cognitively penetrated, statistical inference, perceptual",4,2014
1117,35,"wonders conditionals, analyses Surprisingly, antecedent relevance, discussed throughout, offered relies",1,2014
1118,36,"commissive, Hirsch, ordinary objects, merely verbal, composition",6,2014
1119,37,"content externalism, externalism, Bergmann, externalism Furthermore, reasoning apriority",5,2014
1120,38,"true false, whether paradoxical, confliction, rule confliction, paradox",3,2014
1121,39,"exclusion, realizers, dependency conception, surround conditions, effects identical",4,2014
1122,40,"Stoic, Stoics, Stoic account, era, internalist",4,2014
1123,41,"logic, dynamic, varphi, agent believes, implicit knowledge",7,2014
1124,42,"virtue, virtue epistemology, virtues, epistemic virtue, cognitive success",4,2014
1125,43,"skepticism, empirical certainty, thing hand, Kants, fail rationally",2,2014
1126,44,"pluralistic ignorance, credit theory, overtness, phenomenon, collectivist model",5,2014
1127,45,"counterfactuals, counterfactual, admissible context, semantics counterfactuals, counterfactual conditionals",6,2014
1128,47,"contextualist pragmatic, anti intellectualism, contextualist, strategy, criticise",3,2014
1129,48,"narrative, model fictions, anti psychologism, historical, psychologism",5,2014
1130,49,"intuitions, intuition, Centrality, philosophers, Without Intuitions",9,2014
1131,50,"thoughts, thesis propositionality, fully propositional, principle account, propositionality",2,2014
1132,51,"parsimony, dimensional ontology, ontology, three dimensional, Lewisian four",4,2014
1133,52,"gossip, testimony, source testimony, justification testimony, testimony matter",6,2014
1134,53,"false belief, children, theory mind, age, tasks",6,2014
1135,54,"unreflective, skilled action, Velleman, Anscombean questions, principle accurately",1,2014
1136,55,"norms, Commonality, declarative sentences, Equivalence Commonality, actionpractical reasoning",6,2014
1137,56,"constructive methodological, methodological deflationism, complexity, deflationism, work Kendall",2,2014
1138,57,"conceptual analysis, inferential connection, priori justification, conceptual, results conceptual",2,2014
1139,58,"Animal, York, crisis turns, Animal Cognition, Animal Minds",2,2014
1140,59,"misremembering, memory, cases misremembering, memory system, cognitive system",1,2014
1141,60,"disposition individuated, conception dispositions, break easily, consequent propose, modality closest",1,2014
1142,61,"belief ascriptions, Brandom theory, attitude reports, propositional, validity attitude",4,2014
1143,62,"content view, perceptual, perceptual experience, phenomenological, phenomenological directness",6,2014
1144,63,"De Rosas, Descartes Puzzle, Puzzle Sensory, Raffaella, Raffaella De",1,2014
1145,64,"mere deliberate, deliberate misleading, epistemic moral, deliberate misleader, inferring meaning",1,2014
1146,65,"Leibniz, God, substance, Leibnizian, create best",4,2014
1147,66,"conscious belief, conscious, self knowledge, detectivist, authoritative self",3,2014
1148,67,"plural grounding, philosophical theses, yielding structuralist, theses physicalism, plural group",2,2014
1149,68,"ocean, scientific representations, infinitely deep, ocean waves, waves",3,2014
1150,69,"cosmic significance, idea cosmic, vastness, universe, insignificant",1,2014
1151,70,"asymbolics, abnormal, unpleasant, component, unitary",4,2014
1152,71,"traditional solutions, wakes, 12, ought properly, either sharp",1,2014
1153,72,"mathematical representation, infinitesimals, real numbers, numbers, mathematical",1,2014
1154,73,"coherence, measures coherence, plausibilistic measures, probabilistic, measure coherence",4,2014
1155,74,"potential knowledge, knowability, interpretation knowability, transworld knowledge, Fitch argument",1,2014
1156,75,"subtypes, late party, occurrences word, relative positions, sentence cannot",2,2014
1157,76,"epistemological approach, epistemological, natural properties, structuralist, fought metaphysical",2,2014
1158,77,"HOP, deficits, state conscious, mental state, prefrontal",3,2014
1159,78,"priority thesis, Kants, culminated Freges, Kant writes, writes understanding",1,2014
1160,79,"subjective flexibility, epistemic modals, flexibility argue, admit inter, flexibility epistemic",1,2014
1161,80,"knowledge, Miller Pritchard, Kvanvig critics, eds Epistemic, knowledge lucky",3,2014
1162,81,"condition adequacy, accounts inference, adequacy, inference, Wright",2,2014
1163,82,"truthmakers, existentials truthmakers, Truthmaker one, embraces Truthmaker, Truthmaker Maximalism",3,2014
1164,83,"alternative possibilities, Frankfurt cases, moment action, power attributions, blockage",3,2014
1165,84,"motor representation, motor representations, intention motor, representation, roles intention",1,2014
1166,85,"compatibilist, Todd argument, compatibilism, incompatibilists, case responsible",2,2014
1167,86,"Mary Analogue, insight knowledge, Analogue despite, Buddhist parlance, Imagine character",1,2014
1168,87,"Quine arguments, lasting damage, concepts epistemic, Constructing, epistemic normativity",1,2014
1169,-1,"paper, argue, knowledge, awareness, account",188,2015
1170,0,"morality, property owning, normative, egalitarianism, expressivism",67,2015
1171,1,"credences, evidence, rational, epistemic, credence",41,2015
1172,2,"mathematics, Hungarian project, infinita, categorematic syncategorematic, categorematic",22,2015
1173,3,"normative, OIC, ought, terms, internalism",20,2015
1174,4,"atomic, formation testing, representationally atomic, representationally, mechanistic",7,2015
1175,5,"modal, modalism, individuals, modality, properties",12,2015
1176,6,"decision, decision theory, BT, functions model, permissible according",4,2015
1177,7,"mechanics, quantum mechanics, quantum theory, theory, Turing",21,2015
1178,8,"presentists, times, moving spotlight, nefarious presentists, truths past",12,2015
1179,9,"selection, natural kinds, Darwin, emergence, science",16,2015
1180,10,"indexicals, utterance, logic context, light Hobbes, circumstances utterance",8,2015
1181,11,"ES, inductive risk, knowledge level, Sect, level justification",4,2015
1182,12,"causation, direct type, variables, level causation, shocks",6,2015
1183,13,"relativism, contextualism, semantic blindness, knowledge, knowledge claims",9,2015
1184,14,"manifestationalism, scientific, contemporary scientific, realists, realist thesis",8,2015
1185,15,"empty space, absence perception, multisensory, perception, ones visual",3,2015
1186,16,"inquisitive, validity, Baumgartner, logic, relevance logic",9,2015
1187,17,"constituent ontology, stuff, proper parts, constituent, fundamental concrete",9,2015
1188,18,"moral responsibility, blameworthiness, praise, practices, Beings",7,2015
1189,19,"meta emotions, disgust, emotions, arational actions, shame violence",7,2015
1190,20,"New Challenge, substance, group entities, substance materialism, dualism",5,2015
1191,21,"epistemicist, theory vagueness, vagueness, Williams, epistemicist behalf",2,2015
1192,22,"considered beliefs, Implicit attitudes, objectification, implicit attitudes, attitudes",3,2015
1193,23,"surface colour, colour, perceptual content, choice opting, conclusion surface",3,2015
1194,24,"embodied mind, organisms, Phineas Gage, mind account, composition",3,2015
1195,25,"fiction, imaginative, imaginative desires, literary, fictional",7,2015
1196,26,"knowledge closure, knowledge, Ignorance Puzzle, Ignorance, New Ignorance",7,2015
1197,27,"peers, deference, peer disagreement, conciliationism, divergentism",10,2015
1198,28,"style, artistic style, aesthetic, artistic, personal style",2,2015
1199,29,"heaven, God, free suffering, Father Brown, religion",4,2015
1200,30,"prospection, freedom, indeterminist, indeterminist free, belief indeterminist",7,2015
1201,31,"Hume, perceptions form, collusive, Hume provides, maximally strong",3,2015
1202,32,"esoteric, exoteric, Wittgenstein, esoteric exoteric, Leibniz",5,2015
1203,33,"space, affection, Kant, intuition, formal intuition",4,2015
1204,34,"perceptions, veridicalism, perceptual beliefs, inner sense, beliefs",5,2015
1205,35,"conditionals, kinds conditionals, modus ponens, expressivistic, pragmatic constraint",3,2015
1206,36,"ontology, including stuff, commands us, predicate functors, ones ontology",4,2015
1207,37,"content, introspectively know, switch, skeptic immune, subject introspectively",3,2015
1208,38,"paradoxes, accounts paradoxes, different pathologies, soritical paradoxes, though impossible",4,2015
1209,39,"follows physical, many supervenient, causation solve, physical effect, properties physical",2,2015
1210,40,"courage, cowardice, influence appetite, ignorance fearful, instability belief",2,2015
1211,41,"epistemic logic, dynamic, new information, dynamic epistemic, raising resolving",4,2015
1212,42,"virtue epistemology, virtues, cognitive achievement, virtue, indubitable knowledge",5,2015
1213,43,"circular reasoning, knows BIV, sensible epistemologist, Mooreans, Disjunctivism",3,2015
1214,44,"group knowledge, Bratman, social epistemology, world collectives, booming interest",3,2015
1215,46,"laws, Humeanism, principle, Humean principle, Locke",7,2015
1216,47,"knowledge, To know, practical senses, practical, modes presentation",6,2015
1217,48,"explanations, explanatory, causal approach, need explanation, Unification",5,2015
1218,49,"thought experiments, role thought, philosophical, philosophical intuitions, intuitions",4,2015
1219,50,"propositions, hyperintensional, structured concepts, sets worlds, individuation",7,2015
1220,51,"folk intuitions, teleological view, view persistence, operate, teleological",1,2015
1221,52,"testifiers, testimony, problem testimony, position argues, testimony without",1,2015
1222,53,"goal relations, cognitively undemanding, joint action, pattern, enable agents",1,2015
1223,54,"practical knowledge, Anscombes claims, Aquinas develop, Thomistic understanding, contrary rest",1,2015
1224,55,"knowledge account, assertion, existentially known, knowledge norm, simple knowledge",5,2015
1225,56,"involving truths, attractive solution, metatheoretic, Leon, theory truth",3,2015
1226,57,"engineering, theories engineering, falsification engineering, growth knowledge, knowledge engineering",2,2015
1227,58,"animals, needless suffering, speciesism, matter injustice, death non",1,2015
1228,59,"memory, diary, seeing rain, episodically remembering, rain experience",2,2015
1229,60,"dispositional, theories dispositions, potential causal, dispositionalism, dispositional predicates",7,2015
1230,61,"assignment, semantic, belief reports, semantic value, unsaturated semantic",5,2015
1231,62,"hallucination, hallucinations, hallucinations degenerate, perceptual experience, veridical perceptual",2,2015
1232,63,"Descartes, corpuscular mechanics, corpuscular mechanical, interpretation cogito, empiricist interpretation",2,2015
1233,64,"intent deceive, deception, universal deception, deceive, asserts one",2,2015
1234,65,"existence determination, ontological argument, self interest, Spinozas, constructivism",5,2015
1235,66,"Annalisa Coliva, self knowledge, parsimony presents, possessor, Rümelin Christopher",2,2015
1236,67,"internal relation, part essay, relation sense, logic ground, ground presence",1,2015
1237,68,"scientific representation, models give, give access, world relations, model world",3,2015
1238,69,"Naturalism, sense science, metaphysics, Naturalism methodology, Locavore hypothesis",4,2015
1239,70,"social pain, pain posit, pain asymbolia, unpleasant, patients",4,2015
1240,71,"Sleeping Beauty, Sleeping, Beauty problem, decision, Dutch book",4,2015
1241,72,"chance, propensity, stochastic mechanisms, epistemic probability, objective chance",2,2015
1242,76,"essentialism principle, said matter, revisit Katzav, problematic dispositional, Ellis arguments",1,2015
1243,77,"higher order, order theories, HOROR theory, sensory states, consciousness",3,2015
1244,78,"Über Sinn, ground utterance, rejects approach, form understood, puzzle cognitive",1,2015
1245,79,"wide scope, scope requirements, credal disagreement, disagreement, requirements rationality",4,2015
1246,80,"epistemic luck, moral luck, luck epistemology, epistemic, theory luck",5,2015
1247,81,"Moorean, anti sceptical, transmission, paradox, defence possible",2,2015
1248,82,"negative truths, Section, Truthmaker Maximalism, truthmakers, Maximalism",4,2015
1249,83,"judgments responsibility, Frankfurt, us agent, accept compatibilism, influential challenge",1,2015
1250,84,"Fridland, sensory, awareness, FoA hypothesis, bodily action",7,2015
1251,85,"Zygote Argument, deterministic laws, exercise power, free action, laws",2,2015
1252,86,"Demonstrative Model, Rule Model, self ascriptions, ascriptions mental, Demonstrative",3,2015
1253,87,"successor, omission, exercise resurrect, philosophy object, oversimplification successor",1,2015
1254,-1,"paper, argue, Prior, properties, objects",183,2016
1255,0,"moral, debunking, moral beliefs, consent, normative",57,2016
1256,1,"credence, credences, Bayesianism, beliefs, rational",32,2016
1257,2,"indispensability, mathematics, indispensability argument, Hilbert, Frege",28,2016
1258,3,"normative, intentions, normative reasons, normative requirements, bootstrapping objection",29,2016
1259,4,"cognitive, neuroscience, representational, neural, Clarks argument",17,2016
1260,5,"Prior, modality, modal scepticism, contingentists, Hawke",18,2016
1261,6,"decision, decision theory, theory, game, conditional choice",22,2016
1262,7,"quantum, local causality, Bell inequalities, entanglement, quantum states",6,2016
1263,8,"Prior, tense, presentism, logic, temporal",15,2016
1264,9,"biology, evolutionary, stem, mechanical explanations, stem cell",6,2016
1265,10,"demonstratives, King theory, linguistic data, speaker based, Prior Geach",6,2016
1266,11,"frequentist, mean improbable, importance random, extreme mean, frequentist approach",2,2016
1267,12,"causal, causation, variables, Bayes nets, causal Bayes",13,2016
1268,13,"evidential support, evidential, truth relativism, relativism, support statements",7,2016
1269,14,"scientific, scientific realism, FA, theoretical, scientific knowledge",4,2016
1270,15,"seeing, perception, Necker cube, perceptual, unconscious perception",8,2016
1271,16,"logic, rules, Ripley, truth tables, Curry",14,2016
1272,17,"whole compose, universalism, universalism plenitudinous, extensionalism, mereological universalism",5,2016
1273,18,"deep self, attributability, moral responsibility, responsibility, blameworthiness",8,2016
1274,19,"disgust, demonstration disgust, authority disgust, relevant properties, emotions",3,2016
1275,20,"physicalism, ideal physics, role theory, physics, physicalism requires",5,2016
1276,21,"subvaluationism, truth sharpenings, sharpenings truth, exclude knowledge, vagueness",2,2016
1277,22,"feminist, sexual orientation, Etiological, implicit biases, biases",6,2016
1278,23,"generis properties, contents color, shape color, color mind, colors",4,2016
1279,24,"biological, contradictory properties, intuitive verdicts, identity, biological case",4,2016
1280,25,"narrative, creativity, representations, HRR operations, convolution",6,2016
1281,26,"knowledge, functionalist theories, proper functionalist, premise closure, iteration",8,2016
1282,27,"conciliationism, conformism, epistemic significance, possible disagreement, strong non",4,2016
1283,28,"beauty, beauty object, thought beauty, object love, interest beauty",2,2016
1284,29,"diary entry, satisficing, Prior, appropriateness satisficing, enough",3,2016
1285,30,"agent causal, causal, libertarian, causal libertarians, causal theory",6,2016
1286,31,"Aristotles, Aristotle tells, Aristotelian induction, Aristotles broader, cognitive ideal",2,2016
1287,32,"context sensitivity, Wittgenstein, idea context, grammar, philosophical",1,2016
1288,33,"Kant, virtue aim, represent ways, awareness intentional, Kant promises",1,2016
1289,34,"Factualism, Phenomenalism, cognitive penetration, knowledge, Perceptual Fundamentalists",9,2016
1290,35,"ways conditionals, nested whether, home work, behavior, indicative",3,2016
1291,36,"ontologists, chairs, Dorr, claims, claim chairs",1,2016
1292,37,"concept expresses, content, content externalism, externalism, expresses depend",1,2016
1293,38,"Horwich theory, His approach, liar paradox, paradox, scheme remains",2,2016
1294,39,"mental causation, causal powers, causation productive, productive relation, theory realization",4,2016
1295,40,"McCabeMary Margaret, Conversations, Conversations McCabeMary, Margaret Oxford, McCabeMary",1,2016
1296,41,"Boolean games, action models, graphs, temporal action, dependency graphs",3,2016
1297,42,"virtues, virtue reliabilism, skills, expertise, expertise requires",4,2016
1298,43,"skepticism, simpliciter skepticism, sceptical, biscopic proposal, accept good",5,2016
1299,44,"joint intention, group agents, joint action, collective action, action theories",3,2016
1300,45,"counterfactuals, causal counterpossibles, counterpossibles, counterfactual, determinism",4,2016
1301,46,"composition, Humean supervenience, science generalizations, gunk, indiscernibility",2,2016
1302,47,"knowledge, knowledge knowledge, knowledge wh, knowing something, se knowledge",6,2016
1303,48,"extra, structural explanation, extra mathematical, abstractness, extra logical",3,2016
1304,49,"expertise, experts, expertise defense, philosophical expertise, experimental philosophy",4,2016
1305,50,"sunny, propositions Soames, symposium Propositions, act advantage, Replies symposium",3,2016
1306,51,"endurantism, temporary intrinsics, persistence, endurantismperdurantism debate, Psimpliciter",5,2016
1307,52,"audiences, response holds, recovery, epistemology testimony, theories testimony",5,2016
1308,53,"socially extended, Extended Cognition, Cognition, Hypothesis, cognitive properties",1,2016
1309,54,"intentional joint, rational capacities, agency, agential control, human agency",4,2016
1310,55,"assertion, assertion express, joint action, express knowledge, norm assertion",6,2016
1311,56,"deflationists, truthmaker, deflationary, asymmetry, mere abbreviation",5,2016
1312,57,"conceptual analysis, knowledge meaning, concepts, concepts pluralistic, metaphilosophical view",3,2016
1313,58,"death immortality, mode, philosophically familiar, distinguish attitude, developmental clinical",3,2016
1314,59,"memory, episodic memory, memories, false memories, mnemonic",7,2016
1315,60,"impossible dispositions, dispositions, counterpossibles, dispositionalist accounts, counterpossibles strategy",1,2016
1316,61,"attitude attributions, attitudes, objects attitudes, non propositional, propositional attitudes",2,2016
1317,62,"singular content, naïve, content view, experience singular, perceptual experience",4,2016
1318,63,"Descartess, Descartess perplexing, scholastic conception, perplexing use, moral possibility",1,2016
1319,64,"lying misleading, genuine instances, bald faced, faced lies, intent deceive",2,2016
1320,65,"monads, Leibnizs, bodies, extended, primitive forces",3,2016
1321,66,"transparency, premise, beliefs, self knowledge, belief transparency",3,2016
1322,67,"entities, third claim, fundamental entities, entity fundamental, fundamentality",6,2016
1323,68,"Baron, idealization, explanatory load, carry explanatory, symmetry",3,2016
1324,69,"metaphysics, Deweys views, rules, conception subject, formulations realism",4,2016
1325,70,"eliminativism, eliminativism pain, term eliminated, aversive, eliminated scientific",2,2016
1326,72,"reductionist accounts, accounts chance, ABSTRACTA popular, theories relevant, applied physical",2,2016
1327,73,"coherence, degree coherence, overlap measure, naive overlap, set",2,2016
1328,76,"quidditism, natural properties, Humility, Platonic, quidditism entails",3,2016
1329,77,"sense alternatives, alternatives widespread, mistakes two, call affective, empty uninformative",2,2016
1330,78,"therein develop, Trueman set, centrally implicated, identities objects, concept referred",1,2016
1331,79,"modal auxiliaries, auxiliaries, polysemous, epistemically possible, equivocation",3,2016
1332,80,"luck, luck epistemology, anti luck, risk epistemology, anti",3,2016
1333,81,"akratic, akratic belief, tokens sentence, possibility akratic, sentence type",2,2016
1334,83,"actual sequence, style cases, alternative possibilities, states acting, model states",2,2016
1335,84,"perceptual, action, form enactivism, agentive control, constitutively interdependent",3,2016
1336,85,"Case Argument, Four Case, manipulation arguments, manipulation, McKenna objection",3,2016
1337,86,"Shoemaker view, Liang, somatoparaphrenia Body, Swap Illusion, way thinking",3,2016
1338,87,"NFM, Quine, conception NFM, transcript, Quine conception",2,2016
1339,-1,"argue, Carnap, paper, belief, truth",249,2017
1340,0,"good, paternalism, dignity, argue, morality",86,2017
1341,1,"IBE, belief, epistemic, doxastic control, Bayesian",47,2017
1342,2,"mathematical, structure, maximality, reformulations, minimal explanation",18,2017
1343,3,"normative, satisficing, ought, constitutive aim, Engel",18,2017
1344,4,"cognitive, cognition, physically realized, niche theories, realized notebook",14,2017
1345,5,"necessity, modally valid, grained, theory function, merely possible",16,2017
1346,6,"decision theory, causal decision, reason bake, dependent utility, option",15,2017
1347,7,"quantum, quantum mechanics, idealizations, Separability, category",13,2017
1348,8,"time, present simpliciter, presentism, change, theory",14,2017
1349,9,"biological, biological sciences, teleology, functions, Teleological Individualism",12,2017
1350,10,"literal, interpretation, film, presupposition, context",13,2017
1351,11,"objectivity, placebo, epistemic, academic, treatments",12,2017
1352,12,"causation, causal, actual causation, causal relata, structuralist",13,2017
1353,13,"aesthetic adjectives, aesthetic, moderate invariantism, contextualism, modals",6,2017
1354,14,"realism, scientific, scientific realism, theories, miracles argument",14,2017
1355,15,"Edenic shapes, perceptual, sensory phenomenology, perceptual experience, restrictive view",14,2017
1356,16,"logics, skeptical challenge, Harmans skeptical, theory situated, situated inference",3,2017
1357,17,"parthood, Extensionality, Unrestricted Composition, perfectly, granting Varzis",8,2017
1358,18,"responsibility, moral responsibility, liability, interdependence thesis, theory moral",11,2017
1359,19,"disgust, normativity emotions, imagination supposition, emotions might, sentimental perceptualism",6,2017
1360,20,"materialism, Cs premises, false consciousness, physicalism, conceivability argument",7,2017
1361,21,"vagueness, tall, unbelievers, sorites paradox, order vagueness",17,2017
1362,22,"feminist, metaphysics, feminist metaphysics, social construction, race",8,2017
1363,23,"Chirimuutas, colors, primary qualities, Incompatibility Realism, comparative version",7,2017
1364,24,"criterialism, anti criterialism, animalism, identity, dualism",5,2017
1365,25,"fiction, imagination, Kierkegaard, Reality Assumption, fictions",10,2017
1366,26,"fallible reasons, accept fallibilism, fallibilism basis, basis reasons, whether accept",3,2017
1367,27,"Permissivism, peer, disagreement, peer review, deference",8,2017
1368,28,"Poincaré, aesthetic judgement, aesthetics, aesthetic, perception",3,2017
1369,29,"theological, Palamas, collection, theology, orientation",3,2017
1370,30,"agent causation, Pereboom, freedom, compatibilist, free belief",7,2017
1371,31,"Hume, common sense, dispositions, notion self, perceptions",3,2017
1372,32,"Language, ordinary sensations, presupposition partial, point reaching, object mirrors",2,2017
1373,33,"Kant, progression, idealism, cognition narrow, perceptual consciousness",8,2017
1374,34,"looks judgments, judgments, agent theory, propositional seemings, epistemically prior",5,2017
1375,35,"conditionals, Bradley, modus ponens, conditional beliefs, beliefs purely",4,2017
1376,36,"representationalist, metalinguistic, Global expressivism, verbal, placement",3,2017
1377,38,"paradoxes, propositions, Liar Paradox, referential propositions, definiendum",4,2017
1378,39,"properties mental, causal powers, distinctness, emergent conscious, relational",5,2017
1379,40,"Marinella, liberum arbitrium, intellectual determinism, men, intellectual",2,2017
1380,41,"metabolic revision, multiple revision, belief state, evaluative multiple, implausible information",1,2017
1381,42,"virtue, cognitive, mindedness, open mindedness, virtues",11,2017
1382,43,"vat argument, skepticism, closure scepticism, envatted, cut external",3,2017
1383,44,"social, social beliefs, solitary, social intentionality, collective actions",6,2017
1384,45,"Hiddleston, three observations, antecedent, theory counterfactuals, backtracking counterfactuals",3,2017
1385,46,"laws universal, Block view, universal generalizations, Humeanism, Humean Supervenience",5,2017
1386,47,"knowledge, intellectualism, ability, skills, gradability",9,2017
1387,48,"unification, layered structure, dependent determined, structure dependence, resemblance questions",4,2017
1388,49,"normative principle, experimental philosophy, experimental explication, standards govern, empirical observation",3,2017
1389,50,"structured, propositions, negation, litotes, constituents",6,2017
1390,51,"Four Dimensionalism, Dimensionalism, Four, formulations Four, theory persistence",3,2017
1391,52,"indirect, testimony, audience, epistemic state, knowledge",2,2017
1392,53,"social cognition, empathy, mindreading, cognition, abilities",9,2017
1393,54,"basic action, putative basic, ethical psychological, physical ethical, psychological intellectual",4,2017
1394,55,"knowledge norm, conversational implicature, assertions, condition warranted, assertives",5,2017
1395,56,"deflationism, deflationism Section, Section considers, essay argues, deflationist",2,2017
1396,58,"grief, mortality, griefs rationality, animals, episode grief",4,2017
1397,59,"memory, personal identity, t2, external information, diachronic self",3,2017
1398,60,"Lewis analysis, conditional analyses, analysis, lacks dispositions, fail rest",1,2017
1399,61,"cognitive relation, propositional attitudes, Theory, normative perspectival, conceived robust",2,2017
1400,62,"naïve realism, phenomenally similar, realism, Mehta argument, Competence View",5,2017
1401,63,"Descartes, Meditations, deceiver, Weinberg, realize true",4,2017
1402,64,"lying, Keiser, believes false, common ground, propose become",3,2017
1403,65,"Plotinus, Spinoza, causation inherence, inherence, ontological independence",2,2017
1404,66,"self knowledge, knowledge others, beliefs transparent, account self, self blindness",5,2017
1405,67,"Explanatoriness, relation ground, explanation grounding, metaphysical, notion grounding",3,2017
1406,68,"scientific representational, representational, means end, similarity, models fictions",3,2017
1407,69,"empirical claims, intersubjectively, validating, composition, beings",3,2017
1408,70,"level, psychological social, empirical findings, pain, debates superiority",4,2017
1409,71,"Oscar Seminar, argument 13, argue Oscar, collectively Oscar, colleagues advance",1,2017
1410,73,"coherence, probabilistic measures, measures coherence, categorically coherent, relationship coherence",3,2017
1411,74,"Moorean propositions, Fitch Paradox, probabilistic, propositions, probabilistic Moorean",1,2017
1412,75,"theoretical identities, natural, identities grounds, paradigm terms, necessity theoretical",2,2017
1413,76,"views concerning, MaxCon, dispositional properties, reality, nomological",2,2017
1414,77,"SIL property, conscious experience, philosophically, philosophical construal, reduction conscious",1,2017
1415,78,"Frege theory, Frege, theory fiction, declarative sentences, sentences",2,2017
1416,79,"presupposition, presupposition trigger, truth conditional, classical logic, synonymous actuality",4,2017
1417,82,"negative truths, truth functional, truthmaker theory, falsity atomic, truthmaking",4,2017
1418,83,"Spencer, Frankfurt style, grained response, time travel, travel case",2,2017
1419,84,"motor control, automatic, control, bottom brute, brute causal",3,2017
1420,85,"Manipulation Arguments, Manipulation, determinism, compatibilists nervous, causal sourcehood",2,2017
1421,86,"Immunity thesis, thought insertion, personal identity, phenomenon thought, analytic taxonomy",2,2017
1422,87,"dichotomy, eight categories, categories, statements, modal categories",1,2017
1423,-1,"paper, view, theory, truth, argument",258,2018
1424,0,"moral, disability, normative, rights, argue",90,2018
1425,1,"justification, belief, epistemic, evidence, principles",63,2018
1426,2,"mathematical, ante rem, mathematical practice, definitions, Cicada MES",18,2018
1427,3,"rationality, reasoning, competition, normative necessity, attitudes",22,2018
1428,4,"cognition, affordances, predictive processing, coding, perception",29,2018
1429,5,"modality, imaginings, metaphysical, Normative Focus, essences",19,2018
1430,6,"rational choice, rational, WAR, theory, decision theory",10,2018
1431,7,"mechanics, quantum, without spacetime, spacetime, quantum mechanics",5,2018
1432,8,"moving, robust passage, block universe, temporal, dinosaurs",15,2018
1433,9,"natural kinds, biological, network, topological explanations, explanations",27,2018
1434,10,"omission, word, demonstrative, operators character, changes",9,2018
1435,11,"RI, scientists, interdisciplinary, climate, data",19,2018
1436,12,"regularities, causal regularities, causal, causation, Woodward",11,2018
1437,13,"ambiguity theory, implicatures, relativism, assessment relativism, polysemy theory",8,2018
1438,14,"scientific imperialism, scientific, specialization, imperialism paper, scientific perspectivism",5,2018
1439,15,"perception, experience, shape experience, picture perception, perceptual",11,2018
1440,16,"logic, translation argument, criterion, consequence relation, deontic logic",12,2018
1441,17,"mereology, parts, structural properties, thing many, bundle",10,2018
1442,18,"responsibility, innovators, moral responsibility, accountability, forms responsibility",11,2018
1443,19,"disgust, emotions, affective evaluative, affect disclosure, valence",11,2018
1444,20,"consciousness, physicalism, sensible qualities, reductive realist, intrinsically valuable",7,2018
1445,21,"indeterminacy, truth value, epistemicists, valued semantic, semantic pluralism",5,2018
1446,22,"racial, folk racial, racial categories, race, conceptual practices",10,2018
1447,23,"color experiences, hue structure, uniquebinary, color, experiences",2,2018
1448,24,"platitude, theoreticians dilemma, intended reading, matters survival, responsible many",2,2018
1449,25,"Zhuangzi, fictionalist, omissions, religious beliefs, fictionalism",8,2018
1450,26,"closure, single premise, premise closure, Swampman, design plan",10,2018
1451,27,"peer disagreement, disagreement, conciliatory, simulation, peers",10,2018
1452,28,"aesthetic, aesthetic judgment, art, gestalt effects, Aesthetic judgment",9,2018
1453,29,"Kripshe, gods, value bearers, atheism, God exists",4,2018
1454,30,"neural matters, Causation Free, laws, Free Will, Causation",4,2018
1455,31,"Enquiry, scepticism, grue, Riddle, Hume",4,2018
1456,32,"Wittgenstein, philosophical pictures, later philosophy, philosophical, clarification",2,2018
1457,33,"two object, object interpretations, Kant, things appearances, general logic",4,2018
1458,34,"beliefs, Rationality Perception, perceptual, wishful seeing, Rationality",13,2018
1459,35,"entail simplifications, indicative counterfactual, logical form, antecedent, antecedent conditionals",3,2018
1460,36,"Thomasson, ontology, ontological, ontological disputes, constituent relational",5,2018
1461,37,"externalism, problem, Closure, principle Closure, Meta Coherence",4,2018
1462,38,"self referential, paradoxes, denial, dependence, Liar reasoning",8,2018
1463,39,"dualism, causal, mental events, physicalism, argument dualism",5,2018
1464,40,"Aquinas, Association, teaching philosophy, Aquinas theory, precept",3,2018
1465,41,"iterated announcements, true lie, planning AI, true announced, semantics based",3,2018
1466,42,"virtue, virtue epistemology, intellectual vice, Virtue Epistemology, Virtue",6,2018
1467,43,"scepticism, radical scepticism, epistemological disjunctivist, Moorean style, based radical",4,2018
1468,44,"mandevillian intelligence, intelligence, agency, concept mandevillian, notion mandevillian",4,2018
1469,45,"algorithmically decidable, decidable, theory counterfactuals, similarity, Pedro dance",6,2018
1470,46,"transitivity principle, self explanation, laws nature, prohibition, System",4,2018
1471,47,"knowledge, practical knowledge, maker knowledge, knowing, species theoretical",7,2018
1472,48,"explanatory realism, non causal, explanations, narratives, cognitive sciences",8,2018
1473,49,"philosophers, language philosophy, typical judgements, judgements thought, philosophical practice",5,2018
1474,50,"propositions, metaphysics propositions, objects beliefs, core ideas, paradoxes",5,2018
1475,51,"temporal parts, temporal, Stuchlik 2003, 2003 objects, parts Joshua",1,2018
1476,52,"PET, testimonial, reductionism, experts, expert interest",3,2018
1477,53,"executive, functioning, executive functioning, paper clears, literature executive",1,2018
1478,54,"power affect, volitionalism, corporealism, agency power, actions",7,2018
1479,55,"assertibility, quantifiers, linguistic, arbitrary assertion, superlative quantifiers",5,2018
1480,56,"success, individualised explanations, facilitates practical, coincidental instances, belief facilitates",2,2018
1481,57,"philosophical analysis, analysis, philosophical, philosophical analyses, successful philosophical",2,2018
